,content,sentiment
1218,It’s amazing how someone break your heart but you still love them with all little broken pieces.,sad
1219,To the less fortunate… life is nothing but a tragedy,sad
1220,"204 countries, 805 Islands, 7 seas, 7+ Billion people and I’m single!!!",sad
1221,It’s sad when you realize you aren’t as important to someone as you thought you were..,sad
1222,"Some battles have to be fought alone,Some paths have to be crossed alone, so never be emotionally attached with anyone you never know when you have to walk alone.",sad
1223,Keep smiling… And one day life will become tired of upsetting you,sad
1224,Never become a daughter of a house where there’s no mother 🙁,sad
1225,One of the biggest mistakes I’ve ever made was expecting my happiness from others !!,sad
1226,"The person who once topped the inbox, now flashes in “people you may know.”.!!",sad
1227,"Everybody’s online, except the one I actually want too.",sad
1228,"I take words very seriously, and it breaks my heart when I find out that people don’t actually mean what they say.",sad
1229,That sad moment when you realize your childhood is over. 🙁,sad
1230,"Life seems to be running on a road without any shelter, without any sign board & without any destination. 🙁",sad
1231,Sometimes your voice is the medicine to all my diseases.,sad
1232,The worst feeling in the world is knowing that u r no longer that important as u were. 🙁,sad
1233,Its very eassy to say BUSSY when Someone needs you…But…. Its very hard to hear BUSSY when you need someone !!!,sad
1234,"You don’t realise how lonely you r until it’s the end of the day and you have a bunch of things to talk about,but no one to Listen !!!",sad
1235,Behind my smile is everything you’ll never understand.,sad
1236,"No Matter How Hard I Try, No Matter How Many Relationships I Get Into…. It Will Never Replace The One I Just Lost.",sad
1237,"I remember the way u used to look at me … and now, I notice the way u ignore me…",sad
1238,The most painful goodbyes are the ones that never said and never explained.,sad
1239,"Never expect things to happen. Its better to feel surprised,than to feel disappointed",sad
1240,I don’t understand why I still cry for you when you don’t even think about me,sad
1241,Sometimes it’t not the song that makes you emotional… it’s the people and things that come to your mind when you hear it.,sad
1242,"I hate how we went from being strangers, to friends, to close friends, to almost sumthing more, to nothing 🙁",sad
1243,I don’t think you know what you are doing to me.,sad
1244,"Me and She makes best couple, but her dad always create trouble 🙁",sad
1245,If I had one single wish… I would go back to the moment we kissed 🙁,sad
1246,Sadness is when “last seen at” changes to “Online” & again to “last seen at” without reply,sad
1247,If distance is a solution to reduce complications… I want to maintain this distance for eternity 🙁,sad
1248,Tears are the last gift of TRUE LOVE…..,sad
1249,Tired of making fake smile.,sad
1250,I didn’t want to be the one to forget.,sad
1251,It’s funny how other people are willing to do lots of brave things for you.. yet.. you still choose someone who can’t even offer you half of what others could 🙁 🙁,sad
1252,"Sometimes silence is much better than talking , at least it don’t hurt 🙁 🙁 ",sad
1253,"Feelings don’t walk away, people do 🙁",sad
1254,Silence is the most powerful scream,sad
1255,The most important part of moving on is letting go.,sad
1256,If I die tomorrow u will miss me,sad
1257,Don’t cry for the person who doesn’t know the value of your tears…,sad
1258,"I still care, that ‘s the problem",sad
1259,Please don’t interrupt me while I’m ignoring you,sad
1260,"Missing someone hurts, but whats hurts even more, is knowing that you’r the reason that they’re gone.",sad
1261,"You get no appreciation when you are nice, but people notice when you become bad.",sad
1262,"People think I’m bad when I’m talking, But When I’m quiet is when you really have to worry!",sad
1263,You will know a person’s heart by the way they treat their pets.,sad
1264,It would be so much easier to dissapear..save everyone the trouble..,sad
1265,OK for those who are wondering… NO! I’m NOT OK!.. I have NOT been for a while… I wont be for a long time…,sad
1266,What breaks my heart into pieces is knowing that you will forget the things that I will remember forever.,sad
1267,"Bruises will go away, eventually. Even the pain that caused them will too, but the memory of how it happened won’t.",sad
1268,the worst feeling in the world is when you know that you both love each other but still you just can’t be together,sad
1269,I may smile and i may laugh. But deep down my heart is a pain you’ll never guess.,sad
1270,"I tell people I’m OK i tell myself I’m fine, then i look in the mirror and laugh until i cry because i know it was all just a lie.",sad
1271,The more I do not talk to you does not make it any better it just makes my heart break even more everyday.,sad
1272,Surrounded by many people who love me..but yet I’m so alone..why is that? Is it because your the only one not there./li>,sad
1273,Emotionally..I am Done……Mentally..I am Drained…..Spiritually..I am Dead…..And Yet Physically..I Smile…,sad
1274,You can crop me out of the pictures we took together…But You can never crop me out of the memories we shared ….,sad
1275,One of the worst things that can happen to a person is to be forgotten by someone they will never forget.,sad
1276,If the relationship does not make you a better person… then you are with the wrong person.,sad
1277,Better by far you should forget and smile than that you should remember and be sad.,sad
1278,Its mostly the scars that people can’t see that hurt the most….. they also take the longest to heal.,sad
1279,I wish i could escape to a place. somewhere where the feelings and thoughts won’t be able to haunt me.,sad
1280,It took seeing what my life is like without you to know that i want you in it. i’m sorry for ever hurting you.,sad
1281,Every time I take a step forward in my life….. I get pushed two steps back…am I walking backwards?,sad
1282,Sometimes what you don’t say is more powerful than what you do say.,sad
1283,I smile during the day… I cry during the night…. Just hoping the pain will go away.,sad
1284,Why is it that when we think we are finally happy we want to break down and cry because we think we don’t deserve it?,sad
1285,I can hold back my tears and hide them with a smile but I can’t hide that hole in my heart…,sad
1286,One day you may realise you lost a diamond while you were busy collecting stones.,sad
1287,"If love is the best feeling in the world, then why does my heart hurt so much?",sad
1288,I like to pretend that i am okay because I do not wanna annoy people with my problems.,sad
1289,It`s not always the tears that measure the pain. Sometimes it`s the smile we fake.,sad
1290,"Just when you think things are going smoothly and couldn’t get no better, the devil jumps in and screws everything up!",sad
1291,i guess what they say is true. everything happens for a reason.,sad
1292,"The longer I’m alone, the more I want it to stay that way..",sad
1293,"Its funny how the ones you look up to the most, can be the ones to hurt you the most!",sad
1294,"My actions are before blinded eyes, my voice falls on deafened ears.",sad
1295,Surrounded by many people who love me..but yet I’m so alone..why is that? Is it because your the only one not there???,sad
1296,Don`t be sad because it`s over. Smile because it happened,sad
1297,"Just because I am smiling, doesnt mean my life is perfect.",sad
1298,My life isnt perfect but i am thankful for everything i have.,sad
1299,The sad moment when you find an old conversation between YOU and Someone you don't talk to anymore.,sad
1300,"""A single moment of misunderstanding is so poisonous, that it makes us forget the hundred lovable moments spent together within a minute .""",sad
1301,Too much trust sometimes Kills you.,sad
1302,My weakness is that I care too much.,sad
1303,I can’t trust someone who is friends with everyone.,sad
1304,"I knw U Hv Blocked Me, But Still I luv To Watch Ur Blank Profile 💔",sad
1305,"I think I’m afraid to be happy because whenever I get too happy, something bad always happens.",sad
1306,"If you push me away I promise you, you won’t find me where you left me. My heart is big , but not big enough to deal with people, who decide to love me when it’s convenient for them.",sad
1307,"A Lie is a Lie, no matter how big or how small.",sad
1308,Tears are the last gift of TRUE LOVE....,sad
1309,"Sometimes it feels so good to just sit by yourself,relax and not talk to anyone.",sad
1310,I’m sorry I was not good enough. But i tried to be.,sad
1311,"Sorry heart, but I am listening to my brain this time. I know better.",sad
1312,I REALLY CARE ABOUT U BUT U CARE ABOUT SOMEONE ELSE WHO NEVER CARE ABOUT U,sad
1313,"I'll never hurt you , what a LIE .",sad
1314,More expectations break relations,sad
1315,"Sometimes when I say: I'm okay. I want someone to look me in the eyes, hug me tight, and say: I know you're not.",sad
1316,I feel like everything i do is wrong.,sad
1317,Sometimes two people have to fall apart to realize how much they need to fall back together.,sad
1318,The smile on my face doesn't mean my life is perfect.,sad
1319,It's sad to be happy alone.,sad
1320,I hope we meet again.,sad
1321,“For some moments in life there are no words.”,sad
1322,U Cant Switch Off Ur Feelings Just Because Other Person Did 💔💔,sad
1323,"He is not really mine. We are not really together. But for what its worth, he is and will always be my sweetest whatever.",sad
1324,I can feel you forgetting me.,sad
1325,"Im loyal, but it always seems like Im loyal to the wrong people.",sad
1326,I don’t regret my past. I just regret the time I have wasted with the wrong people.,sad
1327,"Sadly, The only way some people will learn to appreciate you, is by losing you.",sad
1328,"I dont hate you, I hate what you have done.",sad
1329,Seriously boys dont understand how much a little word or move can affect a girl.,sad
1330,"The truth is, I`m still waiting for you till now.",sad
1331,From outside I am Smiling But It does not mean I am Happy.,sad
1332,Bad relationship change good people.,sad
1333,"Every time i trust somebody, they show me why i shouldnt.",sad
1334,"Things change, but the way you made me feel that never will.",sad
1335,"You can miss someone who died , you can miss someone who moved away, but the worst is when you miss someone you see everyday.",sad
1336,"Every day, I am acting like I am okay but you'll never know the truth.",sad
1337,I like to listen to sad music when I'm sad to make me double sad.,sad
1338,"Don't promise when you're happy, don't reply when you're angry, and don't decide when you're sad.",sad
1339,The heart was made to be broken.,sad
1340,"I feel crappy inside,like something just broke.",sad
1341,"Me and my heart, we got issues. Dont know if I should hate you or miss you.",sad
1342,One of the worst mistakes you will do is walking away from the person who actually stood there and waited for you.,sad
1343,I will wait till the day I can forget YOU or the day you realize you can’t forget Me.,sad
1344,You think I have changed. Truth is you never really knew the real me.,sad
1345,Real feelings don’t just “go away”.,sad
1346,Why am I so afraid to lose you when you're not even mine?,sad
1347,I’ve lost somebody who wasn’t even mine.,sad
1348,"Sometimes, you have to smile to hold back the tears.",sad
1349,People say follow your heart…but which way do you go when your heart breaks into two?,sad
1350," When words fail, tears speak.. ",sad
1351,Your boyfriend should treat you like his princess not like his bitch.,sad
1352,I hate the fact that things between us never got better.,sad
1353,Smile and no one will see how broken you are inside. ,sad
1354,"One day you'll finally see, your biggest mistake was not loving me.",sad
1355,i hate being jealous when i know i should not be.,sad
1356,"I still love you, that's a fact. But a million apologies can't bring me back.",sad
1357,Sometimes you have to know when to stop hoping :-(,sad
1358,I wish you weren’t in my dreams.,sad
1359,"The sad part isn't that we never talk, its that we used to talk everyday.",sad
1360,It's so hard to forget someone that you shared so many memories with.,sad
1361,Sadness does not come from bad circumstances. It comes from bad thoughts.,sad
1362,Don't play with my heart if you have no intentions for a serious relationship.,sad
1363,"You will find a girl prettier than me, smarter than me, and funnier than me, but you will never find a girl just like me.",sad
1364,Thanks for texting me first and then ignoring my reply.,sad
1365,I need something more to hold then just a phone.,sad
1366,No one has ever loved anyone the way everyone wants to be loved.,sad
1367,it’s funny how a person can hurt you so much when you were expecting it in the first place..,sad
1368,"I fell for you, but you didn’t catch me..",sad
1369,"No matter how much you tries to forget, it will always be there.",sad
1370,"You were most precious trophy i had, But i was the best Game you Played.",sad
1371,Relationships are like glass. Sometimes its better to leave them broken than hurt yourself trying to put it back together.,sad
1372,"Dont blame me for leaving, blame yourself for not doing the right things to keep me.",sad
1373,i will forgive you but the way i look at you will never be the same as it used to be.,sad
1374,Memories are the only reason we cant move on.,sad
1375,HOPE = Hold On Pain Ends.,sad
1376,"""Many Books ARe Available On""""How To Love Someone..!"""" But, A Single Book Is Not Available On""""How To Forget The Truely Loveable One...!!""",sad
1377,My mouth says I’M OK my fingers text I’M FINE my heart says I’M BROKEN,sad
1378,PROMISE: We break them ……. MEMORIES: They break us :(,sad
1379,I Wish I Could Give You My Pain So That You Understand How Much You Hurt Me.,sad
1380,"I will always care for you, even if we are not together and even if we are far, far away from each other.",sad
1381,"Why am I so afraid to lose YOU,when You are not even MINE.",sad
1382,Apologies dont fix broken hearts.,sad
1383,"The most painful goodbyes are the ones never said, but the heart already knows it's over.",sad
1384,"The truth is: I can’t hate you, even if I try.",sad
1385,What was my fault….?,sad
1386,You know my name not my story.,sad
1387,"I act like I don’t care, but inside, I care more than you can ever think.",sad
1388,"Lies dont end relationships, The truth does.",sad
1389,"I know I have no chance, but somehow I can't stop trying.",sad
1390,"""How Strange!! ""Lies don't end relationships, usually the truth does..!"" RT""",sad
1391,STOP wasting your tears on someone who doesn't care to make You SMILE.,sad
1392,I was only a timepass in your life..But someday u wil truly realise that the time passed wid me was the most beautiful time ever.,sad
1393,Never trust those people who don't understand your feelings.,sad
1394,It's hard to move on when you still care.,sad
1395,"Just because a relationship ends, doesnt mean two people stopped loving each other. sometimes, they just stopped hurting each other.",sad
1396,It sucks when you are ignored by the one person whose attention means the world to you.,sad
1397,I hate to see his face,sad
1398,A dog is the only thing that can mend a crack in your broken heart,sad
1399,"If I delete your number, you are basically deleted from my life.",sad
1400,I'm slowly giving up.,sad
1401,I hate seeing you because you bring back the feelings I tried so hard to forget.,sad
1402,"Sorry For Caring, Sorry For Trying, But Most Of All, I am Sorry I Let You In.",sad
1403,"When a relationship fails, its both their fault. One for giving up and walking away, and the other for not stopping them.",sad
1404,Tears are prayers too. They travel to God when we can't speak.,sad
1405,I want to be with someone who has experienced having a broken heart. So that they know exactly how it feels and won’t break mine.,sad
1406,I have learned that sometimes “sorry” is not enough. Sometimes you actually have to change.,sad
1407,i m so sorry my love...,sad
1408,I love you - I trust you - I'm sorry - help me.,sad
1409,I am sorry for felling sorry.,sad
1410,Saying sorry was the biggest strength...!! ,sad
1411,Don’t say sorry for something you are planning on repeating later.,sad
1412,"i miss your smile, your face, your hugs.I miss you.",sad
1413,"When your mood is upset for no reason,you're surely missing someone. ",sad
1414,Nothing feels better than a surprise text from that person you miss.,sad
1415,"When I miss you, I read our old conversation, smile like an idiot, listen to songs that remind me of you, Then miss you more",sad
1416,"No calls, no texts, nothing but i’m still here thinking about you like Crazy.",sad
1417,"I cant lie, I miss you.",sad
1418,I am missing you and its killing me.,sad
1419,I wish my phone would vibrate right now and your name comes up on the screen.,sad
1420,"i miss your smile, your face, your hugs. I miss you.",sad
1421,"Hey Stupid , i still miss you , still love you , i hope you will realize.",sad
1422,Do I miss you ? →everyday ←,sad
1423,Missing someone & not being able to see them is the worst feeling ever.,sad
1424,Sometimes a simple I MISS YOU can change everything ♥,sad
1425,"When I close my eyes I see you, when I open my eyes I miss you.",sad
1426,"Sometimes, its not the person you miss, its the feelings, moments and memories you had with them.",sad
1427,"No calls, no texts, nothing but i am still here thinking about you like crazy.",sad
1428,No texts.No calls.nothing.but i'm still here thinking about you like crazy. ,sad
1429,I need you so much closer.,sad
1430,I can't stop missing you.,sad
1431,"I try not to miss you, but in the end I still do.",sad
1432,I dont miss you. I miss the laughs. The smiles. The good times. The way things were.,sad
1433,"No, I am not okay… I miss you.",sad
1434,I miss your name lighting up my phone.,sad
1435,"Whenever I miss you, I just HUG my pillow and imagine its YOU.",sad
1436,"I Wish We Could Go Back To how we used to be, i miss that.",sad
1437,A hug for you means I need you. A kiss for you means I love you. A call for you means I’m missing you.,sad
1438,"The more I think of you, the more I love you and the more I miss you.",sad
1439,"Where there is love, Nothing is missing.",sad
1440,I’m missing something in my life these days. ,sad
1441,I miss seeing your name show up on my phone.,sad
1442,"I MISS YOU. A little too much, a little too often, and a little more every day.",sad
1443,i miss the time when i actually meant something to you.,sad
1444,Its never easy missing someone and knowing you cant do anything about it.,sad
1445,"I still miss him, I miss him, I’m missing him.",sad
1446,There’s always a person that you hate for no reason.,sad
1447,Emotional pain will always hurt more than physical pain.,sad
1448,My silence is just another word for my PAIN.,sad
1449,"Sometimes, tears are a sign of unspoken happiness.. and smile is a sign of silenced pain..",sad
1450,The pain is there to remind me that I'm still alive.,sad
1451,I know my silence and my tears will heal my pain one day.,sad
1452,Missing you can turn from pain to pleasure if I knew you were missing me too.,sad
1453,The most painful goodbye's are those which were never said and never explained.,sad
1454,"Love can't be proven with poems, promises, or presents. Sometimes, only pain and patience can prove it.",sad
1455,The greatest pain that comes from love is loving someone you can never have.,sad
1456,"Yes, I've changed. Pain does that to people.",sad
1457,It hurts but it’s okay because we can’t force someone to feel the same as well we feel for them.,sad
1458,Don't be much closer to anybody because a small change in their behavior hurts a lot.,sad
1459,I care too much that’s how i get hurt.,sad
1460,Hurt me with the truth But don't comfort me with a lie.,sad
1461,"If you can go days without talking to me, i am obviously not that important to you.",sad
1462,"You can close your eyes to the things you don’t want to see, but you can’t close your heart to the things you don’t want to feel.",sad
1463,Some guys just dont realize how much one little thing can hurt a girl.,sad
1464,"Promises are worse than lies because you dont just make them believe , you also make them HOPE",sad
1465,"""PERFECT MATURITY"" is when a person hurts you, and you try to understand their siuation and don't hurt them back.",sad
1466,It hurts when you realize you arent as important to someone as you thought you were.,sad
1467,Sometimes i'm not angry i'm hurt and there's a big difference.,sad
1468,Don't ask why someone keep hurting you. ASk yourself why you're allowing them.,sad
1469,"Love is like a rubber band held at both ends of two people. When one leaves, it hurts the other.",sad
1470,Love always Hurts.,sad
1471,"Nothing hurts more than realizing he meant Everything to you, but you meant nothing to him.",sad
1472,"I wish I could give you my pain just for one moment. Not to hurt you but rather so you can finally understand, how much you hurt me.",sad
1473,"Don’t trust too much, don’t hope too much because that “too much” can hurt you so much.",sad
1474,It hurts when you realize you aren't as important to someone as you thought you were.,sad
1475,I feel like everything I do is wrong.,sad
1476,"Erase the messages, delete the numbers and move on. You don’t have to forget them. just accept that they aren’t that person anymore.",sad
1477,"Sometimes you're not in love, you just care too much to let go because you don't want to hurt them.",sad
1478,You only get hurt if you actually give a fuck.,sad
1479,LOVE is like HEAVEN...But it hurts like HELL...,sad
1480,Sometimes i wish i had the guts to hurt you like you hurt me. But even if i had the chance. I wouldnt take it.,sad
1481,I hope you'll realize how much you're hurting me someday.,sad
1482,Time doesn't really heal a heart it just makes the heart forget about the pain...,sad
1483,Sometimes it's better to be alone. Nobody can hurt you!,sad
1484,"You fall in love, you get hurt. That’s life.",sad
1485,The deepest people are the ones who've been hurt the most.,sad
1486,"Forget who hurt you yesterday, but don't forget who loves you tenderly today.",sad
1487,"Getting hurt doesnt make me stupid. It means i have enough hope and enough love in my heart, to always think the best of people.",sad
1488,The only ones that can truly hurt you deeply are the ones you love.,sad
1489,Nothing hurts more than realizing he was everything to you and you were nothing.,sad
1490,"What hurts you today, makes you stronger tomorrow.",sad
1491,"The hardest thing to do is watch the one you love , love someone else. ",sad
1492,one day you`ll realize...all the love that i gave to you...is now being given to someone else ,sad
1493,Silent people have the greatest heart.,sad
1494,"When you're happy, you enjoy the music But when you're sad, you understand lyrics.",sad
1495,I get jealous because I am afraid someone is going to make you happier than I do.,sad
1496,Sometimes you need to run away just to see who will follow you.,sad
1497,"If you a girl make laugh she likes you, but if you make her cry, she loves you.",sad
1498,Your emotions trouble you only in those things which you call yours.,sad
1499,"When you can tell your story and it doesn’t make you cry, that’s when you know you’ve healed.",sad
1500,"Never assume that someone likes you by their sweetness. Sometimes, you're just an option when they're bored.",sad
1501,You aren't worthy of her silence if you can't respect her feelings.,sad
1502,We all get addicted to something that takes away the pain.,sad
1503,"Dear Feelings, i need you to move on.",sad
1504,No one stays with you permanently so learn to survive alone.,sad
1505,"''Never search your happiness in other , it will makes you feel none search it in yourself you will feel happy even when you are left alone''",sad
1506,i wish i could ignore you the way you ignore me.,sad
1507,I understand why you left But what i dont understand why im still waiting for you?,sad
1508,Sometimes you just have to stay silent because no words can explain what’s going on in your mind and heart.,sad
1509,I feel so alone sometimes.,sad
1510,"If you don't want me , don't mess with my feelings .",sad
1511,Never depend on others too much because someday you will have to walk alone.,sad
1512,It’s hard to forget someone who gave you so much to remember.,sad
1513,Its better to just quietly miss someone rather than let them know and just get no response.,sad
1514,"There are Billions of people in this world, but sometimes you really need just one.",sad
1515,I never feel alone bcz loneliness is always with me,sad
1516,"Sometimes i pretend that i dont care. But really, i care more than anyone else ever will.",sad
1517,"No matter how hard you try, Some people will never change.",sad
1518,I’m the type of girl who smiles to make everyone’s day. Even though I’m dying inside.,sad
1519,When You Sit Alone ...You Sit With Your Past ... :(,sad
1520,i am scared of getting too close to anyone because those who said that they will always be there for me.,sad
1521,People who are always Online are the Loneliest ...Agree.?,sad
1522,"I dont care who was before me, as long as I know there is nobody during me.",sad
1523,"I Hope you will always Remember all the great memories we Created, Because i will.",sad
1524,We may Forget the person but memories stay there forever ,sad
1525,Just because we are not close anymore doesn’t mean I dont care about you.,sad
1526,"Missing someone is a part of loving them, if you are never apart then you will never know how strong your love really is.",sad
1527,Loneliness is better than a bad company.,sad
1528,"“You told me I was perfect, but you still left. I should have known my perfect wouldn’t be good enough.”",sad
1529,Dont cry over someone who wouldnt cry over you.,sad
1530,"When she ignores you, thats when you need to talk to her the most.",sad
1531,Sorry isn’t always enough. Sometimes you actually have to change.,sad
1532,"Once upon a time, I was stupid enough to fall in love with you.",sad
1533,Walking with a friend in the dark is better than walking alone in the light.,sad
1534,"Every time you ignore me, i regret every text message that i have ever sent you.",sad
1535,Sometimes I hate getting close to people because I think they will just walk out of my life no matter how close we are.,sad
1536,"Some days I cant stop thinking about you, and other days I wonder why I am wasting my time.",sad
1537,Some things will never go back to the way they used to be. No matter how much you miss them.,sad
1538,Cheating is a choice not a mistake.,sad
1539,"People always cheated me,because I loved them like mad…",sad
1540,I just want an honest relationship. No lies. No mind games. No cheating.,sad
1541,"Alphabets in ""TEACHING"" & ""CHEATING"" are common.. Those who try 2 'Cheat' u often 'Teach'...",sad
1542,"I don't understand why people cheat, if you're not happy, just leave.",sad
1543,"if you are in a relationship, flirting is cheating.",sad
1544,"People don't cheat by chance, they cheat by choice.",sad
1545,"Once a cheater, always a repeater. ",sad
1546,"Once a cheater always a cheater, they can never be trusted again.",sad
1547,"Cheating isnt always kissing, touching, or flirting. If you gotta delete text messages so your partner wont seem them, you are already there.",sad
1548,"Cheating is easy. Try something hard, like being committed.",sad
1549,"Don't lie, don't cheat, and dont make promises you can't keep.",sad
1550,"If you honest and frank,people may cheat you.Be honest and frank anyway.",sad
1551,There is no excuse for cheating in a relationship.,sad
1552,If you are not interested then don't cheat him.. Better leave him,sad
1553,Its not cheating unless you get caught.,sad
1554,If you are in a relationship. Flirting is CHEATING.,sad
1555,Cheaters think everyone cheats. Liars think everyone lies. Keep this in mind.,sad
1556,"If you had enough time to cheat, you had enough time to think about it.",sad
1557,Don't cry over someone that won't cry over you.,sad
1558,"Cheating is choice , not a mistake .",sad
